session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Computer operating system,Country of Birth,Current Country of Residence,Employment Status,First Language,Fluent languages,Nationality,Sex,Student Status
6089682662bfb4def5f3ef56,5f4e97aae4fe380a7bad99c7,APPROVED,2021-04-28 13:50:39.514000,2021-04-28 14:02:55.093000,735.579,23,130,0,100,2021-04-30 08:09:51.021000,72B34593,Windows 10 Home Edition,Portugal,Portugal,Unemployed (and job seeking),DATA EXPIRED,"English, Portuguese",Portugal,Male,Yes
608968267850ff461c62171a,607b61f3ee570c510bb62957,APPROVED,2021-04-28 13:50:30.377000,2021-04-28 14:06:20.473000,950.096,21,17,0,100,2021-04-30 08:05:51.652000,72B34593,Windows 10 Home Edition,Poland,Poland,Unemployed (and job seeking),,"English, Polish",Poland,Male,Yes
608a6bdc016b76efb27a0591,5e31d34fed5a2b1bc092aa01,RETURNED,2021-04-29 08:18:36.207000,,367744.855172,24,371,6,98,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
608a6bdd1ab9b5e310810bff,5f60713e595007000a8e1da7,APPROVED,2021-04-29 08:18:37.068000,2021-04-29 08:43:04.666000,1467.598,23,146,0,100,2021-04-30 08:09:56.066000,72B34593,Windows 10 Pro Edition,Poland,Poland,Full-Time,DATA EXPIRED,"Czech, English, German, Polish, Russian",Poland,Male,Yes
608a6bddc3ffef291581d217,603d11a9240c9703520cbdfb,APPROVED,2021-04-29 08:19:09.736000,2021-04-29 08:32:48.201000,818.465,19,34,1,98,2021-04-30 08:09:57.072000,72B34593,Windows 10 Home Edition,Poland,Poland,Part-Time,,"English, Polish",Poland,Female,Yes
608a6bdf0a6630839065b05a,605a500339a33367894609da,RETURNED,2021-04-29 08:19:12.910000,,367708.174658,38,19,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
608a6bdf692d632726b73937,5f6a0de66f4709043c1ff80c,APPROVED,2021-04-29 08:18:39.952000,2021-04-29 08:46:27.928000,1667.976,19,185,0,100,2021-04-30 08:09:57.595000,72B34593,Windows 10 Pro Edition,India,United Kingdom,Other,DATA EXPIRED,English,United Kingdom,Male,Yes
608a6bdfc4a74e5677699992,59f8656dda08940001d4eb12,APPROVED,2021-04-29 08:18:39.664000,2021-04-29 08:33:12.388000,872.724,28,1360,8,100,2021-04-30 08:09:58.349000,72B34593,Windows 10 Home Edition,United Kingdom,United Kingdom,Full-Time,English,English,United Kingdom,Male,Yes
608a6be07285d750a82cdf7a,5db1db20830742000a4470b4,APPROVED,2021-04-29 08:19:00.937000,2021-04-29 08:36:17.751000,1036.814,40,230,6,97,2021-04-30 08:09:59.489000,72B34593,Windows 10 (Unsure of the edition),Poland,Poland,Full-Time,Polish,"English, German, Polish, Russian",Poland,Male,No
608a6be0b9a9c0f067b1ad03,5da46d9d1bffb80016864d6a,APPROVED,2021-04-29 08:18:40.769000,2021-04-29 08:34:02.738000,921.969,20,202,6,94,2021-04-30 08:09:59.703000,72B34593,Windows 10 Home Edition,Portugal,Portugal,Other,Portuguese,"English, Portuguese, Spanish",Portugal,Female,Yes
608a6be0d841bf97aa204094,5dcecbe1f3b7c201a9f37264,APPROVED,2021-04-29 08:18:52.073000,2021-04-29 08:33:23.619000,871.546,22,289,1,100,2021-04-30 08:10:01.346000,72B34593,Windows 10 Home Edition,United Kingdom,United Kingdom,Other,English,English,United Kingdom,Female,Yes
608a6be0f2728b009ffb8796,60644c885529fc7fe207a89f,APPROVED,2021-04-29 08:18:40.613000,2021-04-29 08:33:35.325000,894.712,18,17,0,100,2021-04-30 08:05:56.522000,72B34593,Windows 10 (Unsure of the edition),Poland,Poland,Other,,"Polish, English",Poland,Female,Yes
608a6f74a3aa991f5c7aba10,6000506680e07e07e428fc51,APPROVED,2021-04-29 08:33:56.038000,2021-04-29 08:52:33.109000,1117.071,31,259,3,99,2021-04-30 08:10:07.695000,72B34593,,DATA EXPIRED,United States,Full-Time,DATA EXPIRED,English,United States,Female,Yes
608a70ce98286b9e3ffc1de3,5c0fa52c9a798f00017c6b76,APPROVED,2021-04-29 08:39:42.269000,2021-04-29 08:55:45.302000,963.033,47,312,2,100,2021-04-30 08:10:07.703000,72B34593,Windows 10 Pro Edition,Congo the Democratic Republic of the,Greece,Full-Time,Greek,"English, Greek",Greece,Male,No
608a76471b09b2143fa6fb0d,603e3568d8a95be3fe743071,APPROVED,2021-04-29 09:08:44.057000,2021-04-29 09:22:23.379000,819.322,22,77,0,100,2021-04-30 08:10:08.712000,72B34593,Windows 10 Pro Edition,Poland,Poland,Full-Time,DATA EXPIRED,"English, German, Polish",Poland,Female,Yes
608a7648fecd9f4953fa3e98,602304ffa377761300fbecc6,APPROVED,2021-04-29 09:03:06.973000,2021-04-29 09:19:54.868000,1007.895,20,30,0,100,2021-04-30 08:10:09.791000,72B34593,Windows 10 Pro Edition,Portugal,Portugal,Full-Time,,"English, Portuguese",Portugal,Male,Yes
608a7649adb054385ee905e1,58814bbfae9ef40001504d4c,APPROVED,2021-04-29 09:03:07.644000,2021-04-29 09:24:19.300000,1271.656,27,226,3,99,2021-04-30 08:10:10.909000,72B34593,,United Kingdom,France,Other,DATA EXPIRED,"English, French",United Kingdom,Male,No
608a764a06faef7a2044b27e,602832bc556222342a07b455,APPROVED,2021-04-29 09:03:07.846000,2021-04-29 09:21:03.587000,1075.741,18,72,0,100,2021-04-30 08:10:11.424000,72B34593,Windows 10 Home Edition,Portugal,Portugal,Other,DATA EXPIRED,"Portuguese, English",Portugal,Male,Yes
608a764a1b451e5b2543aa57,5fa2840d2a7a3d46b2f8f1ee,APPROVED,2021-04-29 09:03:19.026000,2021-04-29 09:18:24.118000,905.092,27,68,0,100,2021-04-30 08:10:13.422000,72B34593,Chrome OS,Italy,Italy,Full-Time,DATA EXPIRED,"Italian, English, French",Italy,Male,No
608a764a3d41688cb3581c42,5f8c9d876245d7429d7f86b1,RETURNED,2021-04-29 09:03:06.887000,,365074.337835,20,74,2,96,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
608a764a3f292e4cfd249e9b,600fea9fee8ae8204b17ec3f,APPROVED,2021-04-29 09:03:06.721000,2021-04-29 09:18:41.923000,935.202,25,78,0,100,2021-04-30 08:10:15.030000,72B34593,Windows 10 (Other Editions),Finland,United Kingdom,Other,DATA EXPIRED,"Finnish, English",Finland,Female,Yes
608a764acecd21ec3777093d,5f217f528ba46c08032a1c42,APPROVED,2021-04-29 09:03:06.333000,2021-04-29 09:15:53.782000,767.449,23,123,1,100,2021-04-30 08:10:16.542000,72B34593,Windows 10 Home Edition,Poland,Poland,Full-Time,Polish,"English, Polish",Poland,Male,Yes
608a764bb0df300db38f5961,6062ee5cc6b95aae21bc7c02,APPROVED,2021-04-29 09:03:35.224000,2021-04-29 09:20:10.765000,995.541,39,16,0,100,2021-04-30 08:05:57.296000,72B34593,Windows 10 Home Edition,Germany,France,Full-Time,,"English, French",France,Male,No
608a764bd500863ddb35cb14,5fad2835047e733aed848838,APPROVED,2021-04-29 09:03:07.070000,2021-04-29 09:21:37.617000,1110.547,21,67,3,95,2021-04-30 08:10:24.449000,72B34593,,Argentina,Spain,Due to start a new job within the next month,DATA EXPIRED,"Catalan, Spanish, Japanese, English",Spain,Male,Yes
608a81ec37655894b28ed5f0,5f01a0893963d02ea1d65d12,RETURNED,2021-04-29 10:03:00.135000,,361481.136436,27,179,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
608a84545ea8d294a3cf9edb,5ed377271691ea000c548cb0,APPROVED,2021-04-29 10:03:00.420000,2021-04-29 10:23:11.345000,1210.925,60,638,1,100,2021-04-30 08:10:25.807000,72B34593,Windows 10 Home Edition,Italy,Greece,Full-Time,English,"English, Greek, French",United States,Female,No
608a9e01cd08ec52636ca12b,603f6e643234e512fc197ae1,APPROVED,2021-04-29 11:52:36.462000,2021-04-29 12:06:41.088000,844.626,32,38,2,95,2021-04-30 08:10:26.743000,72B34593,Windows 10 (Other Editions),Italy,Germany,Full-Time,,"English, Italian",Italy,Male,No
